,_id,topic,levels,Deployed models
48,{'$oid': '61e152263a0e31036bddb064'},60da0bef0c08d30029de2a47-linux60dd7df472033d00111f4bca-log-packetaiacb9b8e7bd61b92f-stashed,"[{'filter': 'general', 'shape': 'sparse data with no patterns', 'models': {}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: [] warning: ['HB'] error: ['HB']
49,{'$oid': '61e152263a0e31036bddb065'},60ddc7da72033d00111f4be1-docker-log-pythonemail-service-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
50,{'$oid': '61e152263a0e31036bddb066'},60ddc7da72033d00111f4be1-docker-log-external-is-cron-master-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
51,{'$oid': '61e152263a0e31036bddb067'},60ddc7da72033d00111f4be1-docker-log-pythonzero-gachis-rabbit-master-stashed,"[{'filter': 'general', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}]","general: ['HB', 'Skyline'] warning: ['HB'] error: ['HB', 'Skyline']"
52,{'$oid': '61e152263a0e31036bddb068'},60ddc7da72033d00111f4be1-docker-log-pythondonation-service-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
53,{'$oid': '61e152263a0e31036bddb069'},60ddc7da72033d00111f4be1-docker-log-pythonsales-service-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
54,{'$oid': '61e152263a0e31036bddb06a'},60da0bef0c08d30029de2a47-linux60df0beda69b9a00118efc3e-log-d88875a02e5eb42f-stashed,"[{'filter': 'general', 'shape': 'sparse data with no patterns', 'models': {}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: [] warning: ['HB'] error: ['HB']
55,{'$oid': '61e152263a0e31036bddb06b'},60ddc7da72033d00111f4be1-docker-log-datadog-agent-service-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
56,{'$oid': '61e152263a0e31036bddb06c'},60ddc7da72033d00111f4be1-docker-log-pythondead-letter-rabbit-master-stashed,"[{'filter': 'general', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]","general: ['HB', 'Skyline'] warning: ['HB'] error: ['HB']"
57,{'$oid': '61e152263a0e31036bddb06d'},60ddc7da72033d00111f4be1-docker-log-sync-service-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
58,{'$oid': '61e152263a0e31036bddb06e'},60ddc7da72033d00111f4be1-docker-log-javakeycloak-service-develop-stashed,"[{'filter': 'general', 'shape': 'sparse data with no patterns', 'models': {}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: [] warning: ['HB'] error: ['HB']
59,{'$oid': '61e152263a0e31036bddb06f'},60ddc7da72033d00111f4be1-docker-log-nginxzero-gachis-api-develop-stashed,"[{'filter': 'general', 'shape': 'sparse data with no patterns', 'models': {}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: [] warning: ['HB'] error: ['HB']
60,{'$oid': '61e152263a0e31036bddb070'},60ddc7da72033d00111f4be1-docker-log-sdet-cron-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
61,{'$oid': '61e152263a0e31036bddb071'},60ddc7da72033d00111f4be1-docker-log-donation-celery-master-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
62,{'$oid': '61e152263a0e31036bddb072'},60ddc7da72033d00111f4be1-docker-log-datadog-agent-service-master-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
63,{'$oid': '61e152263a0e31036bddb073'},60ddc7da72033d00111f4be1-docker-log-zero-gachis-service-develop-stashed,"[{'filter': 'general', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}]","general: ['HB', 'Skyline'] warning: ['HB'] error: ['HB', 'Skyline']"
64,{'$oid': '61e152263a0e31036bddb074'},60ddc7da72033d00111f4be1-docker-log-nginxzero-gachis-api-master-stashed,"[{'filter': 'general', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}, {'filter': 'warning', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}, {'filter': 'error', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}]","general: ['HB', 'Skyline'] warning: ['HB', 'Skyline'] error: ['HB', 'Skyline']"
65,{'$oid': '61e152263a0e31036bddb075'},60ddc7da72033d00111f4be1-docker-log-external-is-celery-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
66,{'$oid': '61e152263a0e31036bddb076'},60ddc7da72033d00111f4be1-docker-log-pythonzero-gachis-rabbit-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
67,{'$oid': '61e152263a0e31036bddb077'},60ddc7da72033d00111f4be1-docker-log-sdet-celery-master-stashed,"[{'filter': 'general', 'shape': 'sparse data with no patterns', 'models': {}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: [] warning: ['HB'] error: ['HB']
68,{'$oid': '61e152263a0e31036bddb078'},60ddc7da72033d00111f4be1-docker-log-pythonauth-service-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
69,{'$oid': '61e152263a0e31036bddb079'},60ddc7da72033d00111f4be1-docker-log-nodeheadless-browser-service-develop-stashed,"[{'filter': 'general', 'shape': 'sparse data with no patterns', 'models': {}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: [] warning: ['HB'] error: ['HB']
70,{'$oid': '61e152263a0e31036bddb07a'},60ddc7da72033d00111f4be1-docker-log-pythondead-letter-service-develop-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
71,{'$oid': '61e152263a0e31036bddb07b'},60ddc7da72033d00111f4be1-docker-log-zero-gachis-cron-master-stashed,"[{'filter': 'general', 'shape': 'usually the same values observed', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]",general: ['HB'] warning: ['HB'] error: ['HB']
72,{'$oid': '61e152263a0e31036bddb07c'},60ddc7da72033d00111f4be1-docker-log-pythonb2b-dashboard-service-develop-stashed,"[{'filter': 'general', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]","general: ['HB', 'Skyline'] warning: ['HB'] error: ['HB']"
73,{'$oid': '61e152263a0e31036bddb07d'},60ddc7da72033d00111f4be1-docker-log-dead-letter-celery-develop-stashed,"[{'filter': 'general', 'shape': 'random noisy data', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}, 'Skyline': {'alpha': 0.7000000000000001, 'median_absolute_deviation_threshold': 6, 'histogram_bins_min_points': 100, 'n_bins': 10, 'n_points': 5, 'max_history_time': 604800, 'threshold': 0.8}}}, {'filter': 'warning', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}, {'filter': 'error', 'shape': 'sparse data with no patterns', 'models': {'HB': {'max_bins': 5, 'alpha': 0.5, 'max_points': 10080, 'warmup_period_in_number_of_points': 10080, 'time_to_reset': 10080, 'avg_level_alpha': 0.6000000000000001, 'avg_level_threshold': 10}}}]","general: ['HB', 'Skyline'] warning: ['HB'] error: ['HB']"
